,organism,Number of CRISPRs,Total Cas Prots,Total non V-U Prots,Genes present,System type,system subtype,multiple systems,cas1 missing,missing signature prot,missing RSAs,Taxonomic ID Genus,TaxonID,Taxonomic ID Kingdom,Taxonomic ID Phylum,Taxonomic ID Class,Taxonomic ID Order,Taxonomic ID Family,name
2010,NC_017367,0.0,0.0,0.0,,,,,,,no repeats,Helicobacter,209.0,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_cetorum
2011,NC_007086,0.0,0.0,0.0,,,,,,,no repeats,Xanthomonas,338.0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NC_003902
2012,NC_007948,0.0,0.0,0.0,,,,,,,no repeats,Polaromonas,52972.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NC_007948
2013,NC_009136,0.0,0.0,0.0,,,,,,,no repeats,Methanococcus,2184.0,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus_aeolicus
2014,NC_016800,0.0,2.0,2.0,cas1|cas9,TypeII,TypeII-C,1.0,,,no repeats,Corynebacterium,1716.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_aurimucosum
2015,NC_022360,0.0,0.0,0.0,,,,,,,no repeats,Pseudomonas,286.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NC_002947
2016,NC_018065,0.0,0.0,0.0,,,,,,,no repeats,Solibacillus,648800.0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NC_018065
2017,NC_009675,0.0,0.0,0.0,,,,,,,no repeats,Anaeromyxobacter,161492.0,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Anaeromyxobacter_dehalogenans
2018,NC_017904,0.0,0.0,0.0,,,,,,,no repeats,Mycobacterium,1763.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium_africanum
2019,NC_017652,0.0,3.0,0.0,c2c8|c2c9,TypeV-U,TypeVU-2|TypeVU-4,1.0,missing cas1,,no repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
2020,NC_011772,0.0,3.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
2021,NC_008380,0.0,0.0,0.0,,,,,,,no repeats,Rhizobium,379.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NC_012850
2022,NC_019425,0.0,0.0,0.0,,,,,,,no repeats,Carnobacterium,2747.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium_maltaromaticum
2023,NC_017223,0.0,0.0,0.0,,,,,,,no repeats,Bordetella,517.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella_bronchiseptica
2024,NC_018513,0.0,0.0,0.0,,,,,,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
2025,NC_014640,0.0,0.0,0.0,,,,,,,no repeats,Achromobacter,222.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter_xylosoxidans
2026,NC_011852,0.0,0.0,0.0,,,,,,,no repeats,Haemophilus,724.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus_influenzae
2027,NC_014659,0.0,0.0,0.0,,,,,,,no repeats,Rhodococcus,1827.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,NC_012490
2028,NC_016745,0.0,0.0,0.0,,,,,,,no repeats,Oceanimonas,129577.0,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,NC_016745
2029,NC_021984,0.0,2.0,2.0,cas8e|cas3,TypeI,TypeI-E,1.0,missing cas1,,no repeats,Salmonella,590.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NC_010067
2030,NC_011773,0.0,1.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
2031,NC_016585,0.0,0.0,0.0,,,,,,,no repeats,Azospirillum,191.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum_B510
2032,NC_015576,0.0,0.0,0.0,,,,,,,no repeats,Mycobacterium,1763.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium_africanum
2033,NC_021881,0.0,0.0,0.0,,,,,,,no repeats,Anaplasma,768.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma_centrale
2034,NC_013665,0.0,0.0,0.0,,,,,,,no repeats,Methanocella,570266.0,Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella_conradii
2035,NC_012850,0.0,0.0,0.0,,,,,,,no repeats,Rhizobium,379.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NC_012850
2036,NC_012469,0.0,0.0,0.0,,,,,,,no repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
2037,NC_014540,0.0,0.0,0.0,,,,,,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
2038,NC_021171,0.0,9.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
2039,NC_017513,0.0,0.0,0.0,,,,,,,no repeats,Neisseria,482.0,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,NC_002946
2040,NC_023045,0.0,0.0,0.0,,,,,,,no repeats,Alteromonas,226.0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas_macleodii
2041,NC_021713,0.0,0.0,0.0,,,,,,,no repeats,Alteromonas,226.0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas_macleodii
2042,NC_021218,0.0,0.0,0.0,,,,,,,no repeats,Helicobacter,209.0,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_cetorum
2043,NC_018516,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
2044,NC_006360,0.0,0.0,0.0,,,,,,,no repeats,Mycoplasma,2093.0,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Candidatus_Mycoplasma
2045,NC_010551,0.0,0.0,0.0,,,,,,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
2046,NC_009777,0.0,0.0,0.0,,,,,,,no repeats,Vibrio,662.0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Listonella_anguillarum
2047,NC_018700,0.0,0.0,0.0,,,,,,,no repeats,Sinorhizobium,28105.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NC_017322
2048,NC_013163,0.0,0.0,0.0,,,,,,,no repeats,Cyanothece,43988.0,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Cyanothecaceae,Cyanothece_ATCC
2049,NC_018655,0.0,0.0,0.0,,,,,,,no repeats,Nitrosopumilus,338191.0,Archaea,TACK group,Thaumarchaeota,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
2050,NC_013792,0.0,2.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
2051,NC_017491,0.0,0.0,0.0,,,,,,,no repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
2052,NC_008268,1.0,6.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,not all loci have repeats,Rhodococcus,1827.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,NC_012490
2053,NC_008498,1.0,0.0,0.0,,,,,,,not all loci have repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
2054,NC_009464,2.0,3.0,4.0,cas8e|cas3|cas1,TypeI,TypeI-E,1.0,,,not all loci have repeats,Methanocella,570266.0,Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella_conradii
2055,NC_009637,1.0,0.0,0.0,,,,,,,not all loci have repeats,Methanococcus,2184.0,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus_aeolicus
2056,NC_009648,1.0,0.0,0.0,,,,,,,not all loci have repeats,Klebsiella,570.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella_oxytoca
2057,NC_009954,7.0,7.0,8.0,cas3|cas10|cas8a|csm6|cmr1,TypeIII|TypeI,TypeIII-A|TypeIII-B/TypeIII-D|TypeI-A,2.0,,,not all loci have repeats,Caldivirga,,,,,,,
2058,NC_009975,1.0,0.0,0.0,,,,,,,not all loci have repeats,Methanococcus,2184.0,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus_aeolicus
2059,NC_010407,1.0,0.0,0.0,,,,,,,not all loci have repeats,Clavibacter,1573.0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Clavibacter_michiganensis
2060,NC_011256,1.0,0.0,0.0,,,,,,,not all loci have repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
2061,NC_012488,2.0,0.0,0.0,,,,,,,not all loci have repeats,Listeria,1637.0,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria_innocua
2062,NC_013592,6.0,7.0,10.0,cas8e|cas3|cas10|cas8f|cas1,TypeIII|TypeI,TypeI-F|TypeI-E,2.0,,,not all loci have repeats,Dickeya,204037.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya_dadantii
2063,NC_013595,3.0,5.0,0.0,c2c8|c2c9,TypeV-U,TypeVU-2|TypeVU-4,1.0,missing cas1,,not all loci have repeats,Streptosporangium,,,,,,,
2064,NC_014004,1.0,0.0,0.0,,,,,,,not all loci have repeats,Sulcia,336809.0,Bacteria,Bacteroidetes,Flavobacteriia,Bacteroidetes/Chlorobi group,Bacteroidetes,Candidatus_Sulcia
2065,NC_014370,1.0,1.0,2.0,cas13b,TypeVI,TypeVI-B,1.0,,,not all loci have repeats,Prevotella,838.0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,NC_014371
2066,NC_014550,1.0,0.0,0.0,,,,,,,not all loci have repeats,Arthrobacter,1663.0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter_aurescens
2067,NC_014820,1.0,2.0,2.0,cas3,TypeI,,1.0,missing cas1,,not all loci have repeats,Cenarchaeum,,,,,,,
2068,NC_015421,1.0,0.0,0.0,,,,,,,not all loci have repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
2069,NC_015978,1.0,10.0,4.0,cas9|csn2|cas1|c2c9,TypeV-U|TypeII,TypeVU-4|TypeII-A,2.0,,,not all loci have repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
2070,NC_016113,1.0,0.0,0.0,,,,,,,not all loci have repeats,Streptomyces,1883.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,NC_003155
2071,NC_017017,1.0,0.0,0.0,,,,,,,not all loci have repeats,Pediococcus,1253.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,NC_022780
2072,NC_017585,1.0,0.0,0.0,,,,,,,not all loci have repeats,Streptomyces,1883.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,NC_003155
2073,NC_017620,1.0,3.0,4.0,cas9|csn2|cas1,TypeII,TypeII-A,1.0,,,not all loci have repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
2074,NC_017728,1.0,0.0,0.0,,,,,,,not all loci have repeats,Listeria,1637.0,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria_innocua
2075,NC_017845,4.0,6.0,8.0,cas8e|cas3|cas8f|cas1,TypeI,TypeI-F|TypeI-E,1.0,,,not all loci have repeats,Pectobacterium,122277.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,NC_004547
2076,NC_018585,1.0,0.0,0.0,,,,,,,not all loci have repeats,Listeria,1637.0,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria_innocua
2077,NC_019556,1.0,0.0,0.0,,,,,,,not all loci have repeats,Listeria,1637.0,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria_innocua
2078,NC_019941,1.0,0.0,0.0,,,,,,,not all loci have repeats,Thioflavicoccus,156885.0,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,NC_019940
2079,NC_020287,3.0,11.0,16.0,cas10d|cas3|cas10|cas4|cas1|csm6|cmr1,TypeIII|TypeI,TypeIII-A|TypeIII-B/TypeIII-D|TypeI-D,2.0,,,not all loci have repeats,Synechocystis,1142.0,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Merismopediaceae,NC_005230
2080,NC_020504,3.0,6.0,1.0,cas8e|c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,not all loci have repeats,Streptomyces,1883.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,NC_003155
2081,NC_020540,2.0,8.0,10.0,cas9|cas3|cas4|csn2|cas1|csm6|cas8c,TypeI|TypeII,TypeI-C|TypeII-B|TypeII-A,2.0,,,not all loci have repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
2082,NC_020561,1.0,2.0,3.0,cas9|cas1,TypeII,TypeII-C,1.0,,,not all loci have repeats,Sphingomonas,13687.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NC_009511
2083,NC_020800,1.0,3.0,4.0,cas3|cas4|cas1,TypeI,,1.0,,,not all loci have repeats,Xanthomonas,338.0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NC_003902
2084,NC_020815,2.0,4.0,5.0,cas3|cas4|cas1|cas8c,TypeI,TypeI-C,1.0,,,not all loci have repeats,Xanthomonas,338.0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NC_003902
2085,NC_020888,1.0,5.0,6.0,cas3|cas4|cas1|cas8c,TypeI,TypeI-C,1.0,,,not all loci have repeats,Thalassolituus,,,,,,,
2086,NC_020892,1.0,0.0,0.0,,,,,,,not all loci have repeats,Thermoplasmatales,,,,,,,
2087,NC_020894,7.0,3.0,4.0,cas8e|cas3|cas1,TypeI,TypeI-E,1.0,,,not all loci have repeats,Streptomyces,1883.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,NC_003155
2088,NC_020895,1.0,0.0,0.0,,,,,,,not all loci have repeats,Streptomyces,1883.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,NC_003155
2089,NC_020990,3.0,3.0,2.0,cas8e|cas3|c2c9,TypeV-U|TypeI,TypeVU-4|TypeI-E,2.0,missing cas1,,not all loci have repeats,Streptomyces,1883.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,NC_003155
2090,NC_021012,2.0,3.0,6.0,cas10|cas1,TypeIII,,1.0,,,not all loci have repeats,Roseburia,841.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NC_015977
2091,NC_021014,2.0,11.0,13.0,cas3|cas4|cas1|cas8b|cas8c,TypeI,TypeI-B|TypeI-C,1.0,,,not all loci have repeats,Ruminococcus,1263.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus_albus
2092,NC_021033,4.0,3.0,4.0,cas3|cas8f|cas1,TypeI,TypeI-F,1.0,,,not all loci have repeats,Taylorella,29574.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,NC_016043
2093,NC_021036,4.0,3.0,4.0,cas3|cas8f|cas1,TypeI,TypeI-F,1.0,,,not all loci have repeats,Taylorella,29574.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,NC_016043
2094,NC_021038,7.0,6.0,9.0,cas3|cas10|cas4|cas1|csm6,TypeIII|TypeI,TypeIII-A,2.0,,,not all loci have repeats,Synergistetes,,,,,,,
2095,NC_021039,2.0,2.0,3.0,cas1|cas8c,,,0.0,,missing signature protein,not all loci have repeats,Ruminococcus,1263.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus_albus
2096,NC_021040,1.0,1.0,1.0,cas9,TypeII,TypeII-C,1.0,missing cas1,,not all loci have repeats,Roseburia,841.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NC_015977
2097,NC_021056,4.0,3.0,4.0,cas8e|cas3|cas1,TypeI,TypeI-E,1.0,,,not all loci have repeats,Streptomyces,1883.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,NC_003155
2098,NC_021059,3.0,0.0,0.0,,,,,,,not all loci have repeats,Staphylococcus,1279.0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NC_002745
2099,NC_021064,2.0,3.0,4.0,cas8e|cas3|cas1,TypeI,TypeI-E,1.0,,,not all loci have repeats,Propionibacterium,1743.0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,NC_014215
2100,NC_021151,3.0,4.0,4.0,cas8e|cas3|cas1|c2c9,TypeV-U|TypeI,TypeVU-4|TypeI-E,2.0,,,not all loci have repeats,Salmonella,590.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NC_010067
2101,NC_021175,1.0,8.0,11.0,cas3|cas10|cas4|cas1|csm6,TypeIII|TypeI,TypeIII-A,2.0,,,not all loci have repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
2102,NC_021176,1.0,4.0,3.0,cas8e|c2c8|cas1|c2c9,TypeV-U,TypeVU-2|TypeVU-4,1.0,,,not all loci have repeats,Salmonella,590.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NC_010067
2103,NC_021214,7.0,8.0,10.0,cas3|cas10|cas4|cas1|c2c9|cas8b|cmr1,TypeV-U|TypeIII|TypeI,TypeVU-4|TypeIII-B/TypeIII-D|TypeI-B,3.0,,,not all loci have repeats,Thermotoga,2335.0,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,NC_000853
2104,NC_021284,2.0,2.0,3.0,cas9|cas1,TypeII,TypeII-C,1.0,,,not all loci have repeats,Spiroplasma,2132.0,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,NC_021833
2105,NC_021314,1.0,5.0,6.0,cas9|csn2|cas1|csm6,TypeII,TypeII-A,1.0,,,not all loci have repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
2106,NC_021362,1.0,0.0,0.0,,,,,,,not all loci have repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
2107,NC_021485,1.0,4.0,5.0,cas9|csn2|cas1|csm6,TypeII,TypeII-A,1.0,,,not all loci have repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
2108,NC_021486,2.0,8.0,10.0,cas9|cas3|cas4|csn2|cas1|csm6|cas8c,TypeI|TypeII,TypeI-C|TypeII-B|TypeII-A,2.0,,,not all loci have repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
2109,NC_021507,2.0,7.0,9.0,cas9|cas3|cas4|csn2|cas1|csm6,TypeI|TypeII,TypeII-B|TypeII-A,2.0,,,not all loci have repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
2110,NC_021591,1.0,0.0,0.0,,,,,,,not all loci have repeats,Serratia,613.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,NC_015566
2111,NC_021825,1.0,0.0,0.0,,,,,,,not all loci have repeats,Vibrio,662.0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Listonella_anguillarum
2112,NC_022663,2.0,0.0,0.0,,,,,,,not all loci have repeats,Mycobacterium,1763.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium_africanum
2113,NS_000191,2.0,9.0,12.0,cas9|cas3|cas4|cas1|cas8c,TypeI|TypeII,TypeI-C|TypeII-B,2.0,,,not all loci have repeats,,,,,,,,
2114,NS_000195,3.0,8.0,11.0,cas3|cas10|cas8f|cas4|cas1|cas8b|csm6,TypeIII|TypeI,TypeIII-A|TypeI-F|TypeI-B,2.0,,,not all loci have repeats,,,,,,,,
2115,NT_187105,1.0,0.0,0.0,,,,,,,not all loci have repeats,,,,,,,,
2116,NT_187115,2.0,3.0,4.0,cas8e|cas3|cas1,TypeI,TypeI-E,1.0,,,not all loci have repeats,,,,,,,,
2117,NC_008244,0.0,0.0,0.0,,,,,,,no repeats,Chelativorans,,,,,,,
2118,NC_011185,0.0,0.0,0.0,,,,,,,no repeats,Vibrio,662.0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Listonella_anguillarum
2119,NC_014328,0.0,1.0,0.0,c2c10,TypeV-U,TypeVU-3,1.0,missing cas1,,no repeats,Clostridium,1485.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,_Clostridium
2120,NC_017781,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
2121,NC_009955,0.0,0.0,0.0,,,,,,,no repeats,Dinoroseobacter,309512.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Dinoroseobacter_shibae
2122,NC_007492,0.0,0.0,0.0,,,,,,,no repeats,Pseudomonas,286.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NC_002947
2123,NC_018878,0.0,2.0,2.0,cas3|cas8a,TypeI,TypeI-A,1.0,missing cas1,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
2124,NC_015697,0.0,5.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,no repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
2125,NC_017146,0.0,2.0,0.0,c2c8|c2c9,TypeV-U,TypeVU-2|TypeVU-4,1.0,missing cas1,,no repeats,Acetobacter,434.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter_pasteurianus
2126,NC_017483,0.0,0.0,0.0,,,,,,,no repeats,Lactococcus,1357.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus_garvieae
2127,NC_007486,0.0,0.0,0.0,,,,,,,no repeats,Rhodococcus,1827.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,NC_012490
2128,NC_022542,0.0,0.0,0.0,,,,,,,no repeats,Xanthomonas,338.0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NC_003902
2129,NT_187121,0.0,0.0,0.0,,,,,,,no repeats,,,,,,,,
2130,NC_017543,0.0,3.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,no repeats,Paenibacillus,44249.0,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,NC_013406
2131,NC_015059,0.0,0.0,0.0,,,,,,,no repeats,Acidobacterium,33973.0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium_capsulatum
2132,NC_017416,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
2133,NC_017657,0.0,0.0,0.0,,,,,,,no repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
2134,NC_011367,0.0,0.0,0.0,,,,,,,no repeats,Gluconacetobacter,89583.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter_diazotrophicus
2135,NC_015558,0.0,1.0,1.0,csm6,,,0.0,missing cas1,missing signature protein,no repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
2136,NC_011093,0.0,0.0,0.0,,,,,,,no repeats,Salmonella,590.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NC_010067
2137,NC_020248,0.0,0.0,0.0,,,,,,,no repeats,Chlamydophila,,,,,,,
2138,NC_017735,0.0,2.0,4.0,cas10,TypeIII,,1.0,,,no repeats,Helicobacter,209.0,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_cetorum
2139,NC_017291,0.0,0.0,0.0,,,,,,,no repeats,Chlamydophila,,,,,,,
2140,NC_007604,0.0,0.0,0.0,,,,,,,no repeats,Synechococcus,1129.0,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Synechococcaceae,NC_007513
2141,NC_005231,0.0,0.0,0.0,,,,,,,no repeats,Synechocystis,1142.0,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Merismopediaceae,NC_005230
2142,NC_009049,0.0,0.0,0.0,,,,,,,no repeats,Rhodobacter,1060.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NC_009433
2143,NC_011730,0.0,0.0,0.0,,,,,,,no repeats,Cyanothece,43988.0,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Cyanothecaceae,Cyanothece_ATCC
